time_window_start,total_packets,total_bytes,packets_per_second,bytes_per_second,avg_packet_size,std_packet_size,tcp_ratio,udp_ratio,icmp_ratio,syn_count,ack_count,fin_count,rst_count,syn_ack_ratio,unique_dst_ports,port_diversity,unique_src_ips,unique_dst_ips,unique_connections
160.0,827,1249198,827.0,1249198.0,1510.5175332527206,1432.1120869736044,1.0,0.0,0.0,2,826,0,0,0.002421307506053269,4,0.512061495009793,2,2,2
161.0,827,1250638,827.0,1250638.0,1512.2587666263603,1433.0109873477923,1.0,0.0,0.0,1,827,0,0,0.0012091898428053204,3,0.6384449076495461,2,2,2
162.0,829,1249412,829.0,1249412.0,1507.1314837153197,1431.832482117144,1.0,0.0,0.0,0,829,1,0,0.0,4,0.5263143981071727,2,2,2
163.0,821,1241546,821.0,1241546.0,1512.2362971985383,1432.9105456728341,1.0,0.0,0.0,0,821,0,0,0.0,3,0.6384901602059254,2,2,2
164.0,829,1249314,829.0,1249314.0,1507.0132689987938,1432.1573254695818,1.0,0.0,0.0,0,829,1,0,0.0,4,0.5213915491786568,2,2,2
165.0,824,1250432,824.0,1250432.0,1517.514563106796,1432.9626058199503,1.0,0.0,0.0,0,824,0,0,0.0,2,0.9995749959622019,2,2,2
166.0,825,1249050,825.0,1249050.0,1514.0,1432.0971383227582,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996173668674234,2,2,2
167.0,827,1250646,827.0,1250646.0,1512.2684401451029,1433.001239549354,1.0,0.0,0.0,2,826,0,0,0.002421307506053269,4,0.512061495009793,2,2,2
168.0,827,1250638,827.0,1250638.0,1512.2587666263603,1433.0109873477923,1.0,0.0,0.0,1,827,0,0,0.0012091898428053204,3,0.6384449076495461,2,2,2
169.0,826,1249116,826.0,1249116.0,1512.2469733656174,1432.115447190532,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
170.0,829,1249412,829.0,1249412.0,1507.1314837153197,1431.8324821171443,1.0,0.0,0.0,0,829,1,0,0.0,4,0.5263143981071727,2,2,2
171.0,822,1247404,822.0,1247404.0,1517.5231143552312,1432.9257707173474,1.0,0.0,0.0,0,822,0,0,0.0,3,0.6384036594779955,2,2,2
172.0,893,1253538,893.0,1253538.0,1403.7379619260919,1251.9617998563012,1.0,0.0,0.0,0,893,1,0,0.0,4,0.5090185738895006,2,2,2
173.0,916,1255056,916.0,1255056.0,1370.1484716157206,1156.7763969656783,1.0,0.0,0.0,0,916,0,0,0.0,2,0.9532189231765033,2,2,2
174.0,826,1249132,826.0,1249132.0,1512.266343825666,1424.9796619088174,1.0,0.0,0.0,2,825,0,0,0.0024242424242424242,4,0.5118495319147797,2,2,2
175.0,826,1249124,826.0,1249124.0,1512.2566585956417,1432.1056815533648,1.0,0.0,0.0,1,826,0,0,0.0012106537530266344,3,0.6384276944274017,2,2,2
176.0,831,1252440,831.0,1252440.0,1507.1480144404331,1431.871699001932,1.0,0.0,0.0,0,831,1,0,0.0,4,0.526261969577788,2,2,2
177.0,827,1250630,827.0,1250630.0,1512.249093107618,1433.0207350145433,1.0,0.0,0.0,0,827,0,0,0.0,3,0.6384449076495461,2,2,2
178.0,829,1249314,829.0,1249314.0,1507.0132689987938,1432.1573254695818,1.0,0.0,0.0,0,829,1,0,0.0,4,0.5213915491786568,2,2,2
179.0,824,1247536,824.0,1247536.0,1514.0,1432.9669210560396,1.0,0.0,0.0,0,824,0,0,0.0,2,0.9996557530988982,2,2,2
180.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
181.0,827,1249198,827.0,1249198.0,1510.5175332527206,1432.1120869736044,1.0,0.0,0.0,2,826,0,0,0.002421307506053269,4,0.512061495009793,2,2,2
182.0,826,1250572,826.0,1250572.0,1514.0096852300242,1432.993784131888,1.0,0.0,0.0,1,826,0,0,0.0012106537530266344,3,0.6384276944274017,2,2,2
183.0,825,1247602,825.0,1247602.0,1512.2448484848485,1432.984184485709,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996936868535145,2,2,2
184.0,831,1253888,831.0,1253888.0,1508.890493381468,1430.996604036829,1.0,0.0,0.0,0,831,1,0,0.0,4,0.526222028121499,2,2,2
185.0,826,1247668,826.0,1247668.0,1510.493946731235,1432.9992613374288,1.0,0.0,0.0,0,826,0,0,0.0,3,0.6384757886813534,2,2,2
186.0,830,1250828,830.0,1250828.0,1507.021686746988,1433.0592806374186,1.0,0.0,0.0,0,830,1,0,0.0,4,0.5213896759802186,2,2,2
187.0,823,1248918,823.0,1248918.0,1517.5188335358446,1432.0539013841915,1.0,0.0,0.0,0,823,0,0,0.0,2,0.9995302888537972,2,2,2
188.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
189.0,826,1247684,826.0,1247684.0,1510.5133171912832,1432.9797657026936,1.0,0.0,0.0,2,825,0,0,0.0024242424242424242,4,0.5120933597506487,2,2,2
190.0,925,1257106,925.0,1257106.0,1359.0335135135135,1180.7453163669047,1.0,0.0,0.0,1,925,0,0,0.001081081081081081,3,0.6160477764767075,2,2,2
191.0,908,1256074,908.0,1256074.0,1383.34140969163,1222.2539845816805,1.0,0.0,0.0,0,908,1,0,0.0,4,0.510986586441671,2,2,2
192.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,3,0.6384276944274017,2,2,2
193.0,829,1249314,829.0,1249314.0,1507.0132689987938,1432.1573254695816,1.0,0.0,0.0,0,829,1,0,0.0,4,0.5213915491786568,2,2,2
194.0,825,1250498,825.0,1250498.0,1515.7551515151515,1432.984184485709,1.0,0.0,0.0,0,825,0,0,0.0,2,0.9996173668674234,2,2,2
195.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
196.0,827,1249198,827.0,1249198.0,1510.5175332527206,1432.1120869736044,1.0,0.0,0.0,2,826,0,0,0.002421307506053269,4,0.512061495009793,2,2,2
197.0,825,1247610,825.0,1247610.0,1512.2545454545455,1432.9744129389358,1.0,0.0,0.0,1,825,0,0,0.0012121212121212121,3,0.6384599277654085,2,2,2
198.0,831,1252163,831.0,1252163.0,1506.8146811071,1431.9489438048145,1.0,0.0,0.0,0,831,1,0,0.0,4,0.526261969577788,2,2,2
199.0,828,1252144,828.0,1252144.0,1512.2512077294687,1432.1540771804243,1.0,0.0,0.0,0,828,0,0,0.0,3,0.6384128254671935,2,2,2
200.0,824,1247536,824.0,1247536.0,1514.0,1432.9669210560396,1.0,0.0,0.0,0,824,0,0,0.0,2,0.9996557530988982,2,2,2
201.0,830,1250828,830.0,1250828.0,1507.021686746988,1433.0592806374186,1.0,0.0,0.0,0,830,1,0,0.0,4,0.5213896759802186,2,2,2
202.0,824,1248984,824.0,1248984.0,1515.7572815533981,1432.07662838629,1.0,0.0,0.0,0,824,0,0,0.0,2,0.9995749959622019,2,2,2
203.0,826,1250564,826.0,1250564.0,1514.0,1433.00355557934,1.0,0.0,0.0,0,826,0,0,0.0,2,0.9996574182663092,2,2,2
204.0,826,1247684,826.0,1247684.0,1510.5133171912832,1432.9797657026938,1.0,0.0,0.0,2,825,0,0,0.0024242424242424242,4,0.5120933597506487,2,2,2
205.0,827,1249190,827.0,1249190.0,1510.5078597339782,1432.121828982971,1.0,0.0,0.0,1,827,0,0,0.0012091898428053204,3,0.6384449076495461,2,2,2
206.0,645,970559,645.0,970559.0,1504.7426356589147,1431.827685378819,1.0,0.0,0.0,0,645,1,0,0.0,4,0.5324615519753382,2,2,2
